transaction_amount,transaction_time,location,device_type,transaction_type,transaction_frequency,past_fraud,fraudulent
13.02,8,1,1,4,45,0,0
50.95,2,0,3,2,11,0,1
25.93,19,3,2,3,15,0,0
47.34,20,4,2,1,26,0,0
2.67,4,7,0,3,29,0,0
27.54,17,3,1,1,26,0,0
38.62,20,4,2,1,23,0,0
5.2,16,0,3,2,11,0,0
47.56,6,4,2,3,4,0,0
17.97,13,7,1,3,10,1,0
433.26,14,5,2,2,42,0,1
2.28,20,1,3,3,40,0,0
78.97,21,1,3,1,33,0,0
13.54,13,3,2,4,4,0,1
3.99,8,5,0,2,36,0,0
11.86,15,7,1,2,8,0,0
26.51,18,4,3,4,22,0,0
56.68,0,1,1,1,21,0,1
112.39,7,1,1,4,30,0,0
83.25,17,7,3,3,30,0,0
7.65,1,2,2,4,16,0,1
62.19,3,3,1,2,46,0,0
29.7,20,6,2,0,2,0,0
10.44,0,3,0,3,23,1,0
16.25,18,4,0,4,34,0,1
9.88,10,4,1,4,30,0,0
20.84,23,5,3,1,28,0,1
9.68,5,7,1,3,5,0,0
7.19,18,0,2,1,35,0,0
32.43,13,7,2,2,9,0,0
37.66,22,7,1,2,38,0,0
16.65,21,0,1,1,46,0,1
78.86,20,1,1,3,19,0,0
15.48,23,1,0,1,41,0,0
14.84,23,2,3,1,7,0,0
38.88,18,1,2,3,26,0,0
17.59,23,1,0,2,14,0,0
21.86,12,0,0,0,32,0,0
1.62,11,6,1,1,39,0,1
20.42,9,3,2,1,30,0,0
3.23,18,1,2,4,10,0,0
5.92,10,5,2,3,2,0,0
5.28,23,6,2,4,38,0,0
7.08,23,6,1,2,5,0,0
11.6,11,2,0,4,6,1,1
12.35,6,5,0,3,28,0,0
39.03,7,4,0,1,15,0,0
25.09,16,6,0,1,29,0,0
3.0,2,3,2,0,30,0,0
21.83,5,5,2,2,44,0,1
27.61,11,3,3,1,44,0,1
14.46,14,2,1,4,31,0,0
18.9,22,2,2,0,31,1,1
24.3,6,1,2,0,35,0,0
43.15,5,3,1,2,26,0,0
4.16,11,0,1,0,9,0,0
15.73,11,3,2,3,48,0,0
90.77,3,2,0,4,7,0,1
82.82,20,4,3,0,13,0,0
47.04,8,0,3,1,20,0,0
34.36,16,3,1,4,28,0,0
105.07,1,5,0,2,47,0,1
136.71,4,4,1,0,30,1,1
17.65,20,1,3,4,41,0,1
7.62,22,1,3,1,27,0,0
15.33,23,5,0,0,49,0,1
444.39,9,6,3,2,30,0,0
4.18,5,7,3,2,41,0,0
12.55,5,0,0,2,24,0,1
4.89,20,0,3,0,30,0,0
22.75,4,3,1,0,1,0,0
6.03,7,7,1,0,24,0,0
18.02,20,7,1,1,20,0,1
2.86,21,6,1,2,8,0,0
37.25,2,6,2,4,17,0,1
68.19,13,3,3,4,31,0,0
13.68,4,4,3,0,4,0,0
17.55,14,4,1,2,34,0,0
17.06,8,7,3,2,33,0,0
24.07,14,0,2,0,29,0,0
19.33,18,7,2,1,19,1,0
43.3,15,2,2,4,14,0,0
68.93,7,4,0,4,25,0,1
8.9,14,4,1,3,1,0,0
14.74,10,4,3,0,22,0,0
49.48,22,3,2,4,46,0,0
4.85,3,2,2,4,4,0,0
2.8,20,5,3,1,35,0,0
25.19,23,2,3,0,39,0,0
32.99,9,6,0,0,33,0,1
9.75,22,6,2,4,16,0,0
11.26,9,4,2,4,45,1,0
9.39,1,6,0,2,35,0,0
8.44,7,7,0,3,12,0,0
40.19,7,0,3,4,36,0,0
6.17,8,7,1,0,46,0,0
15.4,1,0,3,2,7,0,0
8.12,13,2,0,1,4,0,1
4.69,19,6,1,0,12,0,0
47.95,1,1,0,2,7,0,1
11.94,3,3,2,0,46,0,0
24.25,2,6,0,0,15,0,1
4.45,22,0,1,0,6,0,0
9.56,13,2,1,4,17,0,0
42.78,20,6,2,4,17,0,0
267.01,15,7,2,3,44,0,0
2.78,14,2,1,1,4,0,0
16.43,6,7,3,1,7,0,0
30.33,17,4,0,4,36,0,0
10.85,19,3,3,0,7,0,0
46.97,5,2,2,0,38,0,0
8.44,20,3,0,2,36,0,0
23.43,15,6,0,2,42,0,0
11.92,10,7,2,2,33,1,1
67.99,1,0,3,1,23,0,0
10.21,22,1,3,1,28,0,0
14.13,1,6,2,2,28,0,0
51.71,13,3,3,2,33,1,1
7.18,8,4,1,2,22,0,0
21.51,22,0,2,1,39,0,0
3.25,11,5,1,4,22,0,0
6.77,2,5,1,0,4,0,1
29.43,21,4,1,4,24,1,0
7.46,4,5,0,1,16,0,1
11.65,8,7,1,1,46,0,0
32.89,2,6,3,2,13,0,0
11.26,17,2,2,4,15,0,1
45.73,1,1,3,1,33,0,0
24.92,3,0,1,3,30,1,0
31.05,12,1,1,4,23,0,0
69.47,16,0,1,4,42,0,1
27.66,8,7,1,1,5,0,0
93.58,18,6,2,0,39,0,0
49.96,13,3,2,1,34,0,0
11.9,12,6,0,4,41,0,0
73.2,4,5,2,3,5,0,0
26.15,17,4,1,4,44,0,1
13.54,23,3,0,1,4,0,0
26.53,14,1,1,2,16,0,0
61.09,10,4,0,0,11,0,0
31.66,18,6,2,4,27,0,0
124.26,4,2,2,3,23,0,0
59.53,6,2,2,3,33,0,0
33.89,1,7,0,3,23,0,1
7.2,18,1,3,0,13,0,0
16.78,23,3,1,4,5,0,0
21.58,15,4,2,2,32,0,1
40.31,23,5,2,1,40,0,0
37.99,2,2,1,4,10,0,1
23.8,9,2,3,4,15,0,0
22.65,11,6,1,2,15,0,0
41.28,22,0,2,0,23,0,0
8.51,1,7,2,1,45,0,0
109.46,7,1,3,1,34,0,0
2.59,8,2,0,1,4,0,0
86.09,22,6,3,4,13,0,0
19.2,19,3,1,2,29,0,0
54.74,11,0,2,2,9,0,0
28.9,4,2,3,0,5,0,0
28.39,22,7,2,2,12,0,0
34.96,12,4,0,2,34,0,0
45.11,4,1,3,1,8,0,1
14.46,14,6,3,0,20,0,0
56.53,23,3,2,2,16,0,0
6.79,20,6,0,2,24,0,0
19.98,4,5,2,2,20,0,1
46.34,4,1,1,2,8,0,1
54.33,3,1,1,1,29,0,0
31.84,22,0,0,4,19,0,0
13.55,15,2,1,0,42,0,0
49.24,17,0,2,4,25,0,0
10.28,9,6,3,1,37,0,0
115.75,19,3,1,4,3,0,0
18.45,2,4,0,2,19,0,1
4.31,9,2,0,0,34,0,0
6.08,12,1,2,2,7,0,0
20.98,23,6,1,0,9,0,0
23.1,22,4,1,4,8,0,0
143.98,2,3,1,2,19,0,0
7.11,3,0,0,1,37,0,0
20.89,12,4,0,2,8,1,1
6.96,13,1,0,3,47,0,1
12.27,3,7,3,1,24,0,0
108.2,11,3,2,0,2,0,0
6.45,15,0,3,3,29,0,0
36.13,9,6,0,2,12,0,0
29.75,22,3,1,2,49,0,0
19.61,23,2,1,2,48,0,0
33.77,19,2,3,2,5,0,0
6.3,23,7,0,3,1,0,0
105.25,16,6,0,1,13,1,0
137.67,6,0,0,3,39,0,0
21.05,3,1,1,1,8,0,1
226.58,23,5,1,4,19,0,0
13.48,11,5,0,4,46,0,0
29.98,9,5,3,1,28,0,0
84.09,1,1,2,1,10,0,0
12.69,13,7,1,1,49,0,0
5.05,7,4,1,4,34,1,0
4.01,9,2,2,1,10,0,0
157.72,5,2,0,1,18,1,0
11.83,22,0,3,3,10,0,0
16.68,22,0,3,0,21,0,0
6.6,1,2,0,2,2,0,1
51.85,13,0,1,2,9,0,0
9.19,10,6,0,3,48,0,0
12.29,1,0,1,1,38,0,1
27.1,3,2,3,0,7,0,1
6.93,5,4,1,3,3,0,1
16.8,3,0,3,0,26,0,1
81.63,21,2,3,4,7,0,0
30.82,4,2,3,0,40,0,1
22.89,5,7,1,3,25,0,0
24.9,8,7,0,2,37,0,0
13.61,21,5,3,4,35,1,0
147.84,21,3,0,0,46,0,0
8.92,15,2,2,2,27,0,0
24.8,10,3,2,0,38,0,0
22.53,10,0,3,0,35,0,0
55.08,23,7,2,1,7,0,0
60.53,20,2,3,2,38,0,0
19.45,20,5,1,4,20,0,0
26.86,9,4,1,4,23,0,0
27.9,0,5,1,4,29,0,1
2.07,21,4,0,0,22,0,0
4.1,16,0,3,2,21,0,0
10.97,7,0,3,4,42,0,0
11.45,15,0,0,4,5,0,1
6.05,5,3,0,0,40,0,0
42.5,13,7,2,3,47,0,1
20.13,1,7,2,4,48,0,0
16.2,8,5,1,2,43,0,0
5.72,3,4,0,4,10,0,0
19.21,18,7,0,0,33,0,0
1.45,16,6,0,3,1,0,0
17.07,0,1,3,3,49,0,0
21.4,23,7,2,2,36,0,0
25.58,1,1,0,3,16,0,1
4.2,16,0,1,4,19,0,0
25.15,1,2,3,1,5,0,0
7.09,2,5,0,0,23,0,0
8.91,3,1,2,4,3,0,0
41.18,12,3,0,4,46,0,0
150.52,22,3,2,0,18,0,0
21.14,11,0,2,0,3,0,0
8.87,20,3,2,4,42,0,1
24.26,4,2,1,3,3,0,1
51.37,13,4,1,2,14,0,0
37.37,5,1,2,4,8,0,0
312.03,0,1,3,1,32,0,0
9.82,15,1,0,4,30,0,0
25.85,5,3,3,1,19,1,1
94.53,12,0,3,4,6,0,0
88.78,12,3,0,4,9,0,0
2.86,10,2,1,1,48,0,1
20.02,15,0,3,2,30,0,0
88.63,21,6,3,1,6,0,0
361.64,13,1,0,2,48,0,0
40.6,10,2,3,2,31,0,0
13.9,4,3,3,1,42,0,0
7.32,9,6,1,0,21,0,0
184.7,20,5,3,1,40,0,0
41.63,14,6,2,0,15,0,0
8.6,6,7,1,4,43,0,1
16.39,2,2,0,0,21,0,0
27.39,10,6,0,3,43,0,0
34.6,8,4,0,4,14,0,0
8.17,9,3,3,4,38,0,0
10.87,22,6,0,0,12,0,0
3.85,3,3,2,0,15,0,0
56.81,21,6,1,3,37,0,0
14.27,19,2,2,4,11,0,0
32.02,17,5,0,0,30,0,0
83.28,13,1,3,1,35,0,0
25.02,8,6,3,2,35,0,0
17.94,19,5,0,2,42,0,0
24.38,15,6,0,0,42,0,1
21.4,1,0,0,3,37,0,1
69.84,22,4,3,0,28,0,0
27.41,6,5,2,3,41,0,1
11.65,4,3,1,4,10,0,1
57.27,20,5,0,1,11,0,0
68.75,23,1,2,4,2,0,0
5.27,21,4,2,1,2,0,0
93.02,16,5,2,3,46,0,0
28.93,10,7,0,0,17,0,0
26.66,3,1,3,0,40,0,0
54.96,16,1,2,0,49,0,0
11.39,20,5,2,0,13,0,0
52.15,4,4,2,4,38,0,0
13.78,3,7,1,4,2,0,0
4.6,23,1,2,3,26,0,0
7.41,9,1,2,1,27,0,0
35.41,2,0,3,1,39,0,0
7.8,20,3,2,1,37,0,0
100.49,5,7,2,0,33,1,1
65.98,20,4,0,4,18,0,0
76.21,7,2,3,2,29,0,0
22.75,4,4,2,2,4,0,0
25.99,7,3,2,0,48,0,0
6.09,9,2,1,2,30,0,0
54.37,18,2,1,1,38,0,0
29.37,20,3,2,1,17,0,0
35.42,3,1,1,3,48,0,0
108.67,5,0,2,0,40,0,0
10.96,2,7,0,3,13,0,0
17.71,3,3,1,1,20,0,0
27.85,3,1,0,4,36,0,1
7.88,4,3,2,0,5,0,1
16.65,14,4,1,3,27,0,0
32.88,15,3,2,3,23,0,0
14.51,5,4,3,1,11,0,0
74.37,17,0,0,3,35,0,0
4.43,11,6,3,1,18,0,0
61.73,23,5,0,4,44,0,0
38.91,19,3,2,3,3,0,0
11.37,6,5,1,1,31,0,0
7.97,22,1,3,1,43,0,1
2.51,11,4,1,4,15,0,0
9.07,13,6,1,3,35,0,0
57.24,12,0,3,4,39,0,1
18.99,10,4,3,4,6,0,0
64.26,10,6,1,4,29,0,0
10.81,1,2,2,3,27,0,0
40.74,13,7,3,2,28,0,0
9.8,14,7,2,1,3,0,0
7.65,22,4,2,1,23,0,0
18.05,0,0,3,4,26,0,0
10.33,11,7,2,4,27,0,0
4.29,13,0,0,2,6,0,0
16.74,17,5,2,0,33,0,0
22.34,20,6,2,1,14,0,0
71.4,23,1,2,0,3,0,0
51.25,22,2,1,4,19,0,0
68.03,2,6,2,1,40,0,0
41.28,11,1,2,1,19,0,0
28.01,4,5,2,4,27,0,1
5.88,2,1,2,0,37,0,0
23.33,6,1,1,0,42,0,0
36.48,15,7,1,3,48,0,1
86.27,19,7,1,3,40,0,0
39.9,16,4,3,2,41,0,1
69.43,20,1,3,2,2,0,0
7.16,7,3,1,0,45,0,0
14.49,14,0,3,4,14,0,0
30.86,19,6,1,0,49,0,1
64.13,14,1,2,1,28,0,0
17.37,22,4,1,3,10,0,0
18.5,7,2,1,3,38,0,0
39.93,10,3,3,0,28,0,0
6.52,20,1,1,1,13,1,1
100.22,21,1,0,0,28,0,0
8.34,22,0,2,0,45,0,1
2.95,9,6,1,0,17,0,0
20.29,17,7,1,1,5,0,0
109.78,8,4,1,3,47,0,1
36.11,15,4,1,4,5,0,0
42.57,0,7,3,2,19,0,0
20.93,21,3,3,1,34,0,0
17.25,5,1,0,3,41,1,0
4.28,22,1,3,0,43,0,0
2.1,1,5,0,4,39,0,0
24.44,12,2,0,2,31,0,0
74.63,21,2,1,2,25,0,0
28.34,5,6,0,1,1,0,0
37.47,8,7,2,0,22,0,0
97.88,13,3,3,0,38,0,0
27.9,23,0,0,4,48,0,1
17.77,20,0,2,2,29,0,0
8.86,6,1,3,1,2,0,0
151.75,22,7,2,0,41,0,0
34.01,4,4,1,2,42,0,1
7.82,6,7,1,2,30,1,0
6.23,2,4,3,3,17,0,0
70.32,22,0,0,4,36,0,0
7.12,12,3,2,0,14,0,0
128.23,21,6,1,3,17,0,0
1.28,11,7,0,4,28,0,0
83.31,5,5,1,3,6,0,0
32.68,1,6,1,0,9,0,1
22.61,14,2,0,1,11,0,0
16.85,14,7,3,3,8,0,0
133.05,17,5,0,3,47,0,0
40.73,22,1,2,2,23,0,0
8.14,16,6,3,0,6,0,0
3.6,2,3,2,3,21,0,0
23.98,21,3,3,1,17,0,0
20.06,2,2,1,3,39,0,1
4.39,8,2,0,4,11,0,0
19.0,9,0,2,1,39,0,0
11.31,11,2,3,1,5,0,0
20.27,22,7,1,3,31,0,0
41.51,0,7,1,3,16,0,0
89.35,3,7,0,2,12,0,0
49.84,20,7,0,0,30,0,0
9.76,22,2,2,2,25,0,0
29.05,22,1,3,4,12,0,1
21.39,4,5,1,0,3,0,1
5.3,16,0,2,2,17,0,0
29.91,20,2,2,2,4,0,0
128.6,4,6,1,3,6,0,1
20.75,3,1,3,2,48,0,0
4.08,21,5,2,3,15,0,1
20.7,14,1,0,1,32,0,0
5.97,23,3,1,0,21,0,0
47.64,9,1,1,3,2,0,0
33.95,4,0,1,2,46,0,0
16.93,13,7,3,3,48,0,1
14.42,23,1,3,1,3,0,0
16.24,20,3,2,4,25,0,0
20.25,12,3,2,4,27,0,0
9.28,18,3,1,1,27,0,1
5.01,7,4,2,2,23,0,0
62.72,11,0,1,0,9,0,0
13.66,19,0,0,0,36,0,0
23.74,18,1,2,3,11,0,0
26.72,18,3,3,4,39,0,0
27.72,5,2,3,1,7,0,1
6.21,7,6,1,2,13,0,0
3.76,9,7,0,1,7,0,0
11.15,20,6,2,4,42,0,0
29.84,16,7,2,1,47,0,1
9.7,0,3,0,1,43,0,0
14.08,18,5,0,1,13,0,0
168.56,11,7,2,3,6,0,0
3.17,21,1,1,2,4,0,0
9.44,1,6,2,0,43,0,0
133.83,16,0,0,2,25,0,0
19.21,6,0,3,4,20,0,0
9.91,13,7,2,0,9,0,0
64.64,13,2,0,3,25,0,0
21.23,11,5,3,0,37,0,0
14.18,15,5,2,0,9,0,0
24.35,17,2,1,0,41,0,0
10.4,7,1,1,1,44,0,0
7.26,1,1,2,4,19,0,0
17.93,10,3,2,3,12,0,0
7.31,0,7,3,4,35,0,0
20.3,9,4,1,1,4,0,0
28.63,17,2,0,3,19,0,0
47.14,15,2,2,1,44,0,1
62.05,1,0,1,3,46,0,1
13.39,22,4,1,3,6,0,0
33.1,16,7,2,2,31,0,0
32.87,15,2,2,1,47,0,1
27.88,18,3,0,4,32,0,0
12.44,4,6,2,1,9,0,0
7.18,22,1,0,1,48,0,0
33.18,5,7,2,1,26,0,0
3.64,23,3,3,2,6,0,0
15.37,16,4,2,2,37,0,0
1.56,15,7,3,2,43,0,1
5.28,15,7,2,2,34,0,0
8.36,6,7,1,1,40,0,0
60.14,15,3,2,4,21,0,0
39.97,8,0,3,0,42,0,0
11.54,22,3,2,1,27,0,0
41.65,5,4,2,4,19,0,0
48.79,15,0,1,0,27,0,1
17.1,8,0,1,0,3,0,0
5.03,3,7,3,2,25,0,1
16.32,21,2,2,0,34,0,0
18.21,5,3,2,4,21,0,1
5.86,13,6,1,2,11,0,0
28.99,2,7,3,1,27,0,0
26.57,22,5,2,1,28,0,0
31.34,16,4,3,2,4,0,0
26.55,10,4,3,2,44,0,0
41.67,23,3,3,0,41,0,1
16.79,7,7,1,0,48,0,0
24.58,7,0,0,4,26,0,0
13.49,3,6,1,2,21,0,1
11.2,14,0,2,1,39,0,0
76.57,15,2,3,4,4,0,0
2.6,21,5,3,1,37,0,0
48.27,10,1,3,1,49,0,0
10.8,6,1,2,4,43,0,0
9.49,17,4,2,1,4,0,0
26.09,5,2,3,2,23,1,0
4.53,23,7,3,2,9,0,0
8.88,3,4,3,4,40,0,0
8.59,4,2,2,1,24,0,1
16.1,23,1,3,1,29,0,0
8.99,2,2,3,0,7,0,0
99.6,5,7,1,3,18,0,1
121.15,13,1,3,4,2,0,0
2.66,0,2,1,1,28,0,1
34.62,19,1,3,4,43,0,1
47.4,13,6,1,0,41,0,0
34.57,5,4,1,4,29,0,0
10.4,2,2,2,2,45,0,1
15.74,16,1,3,1,17,0,0
9.5,21,4,3,0,31,0,0
13.19,13,2,3,2,17,0,0
5.99,18,7,1,3,31,0,0
17.91,23,1,2,3,23,0,0
4.47,6,1,0,4,10,0,0
16.44,10,0,1,1,6,0,0
5.76,6,0,0,3,38,0,0
24.7,12,7,1,0,47,0,0
10.18,23,5,1,1,27,1,1
26.86,22,7,3,0,11,0,0
59.24,20,4,1,0,20,0,0
98.44,23,2,1,0,46,0,1
1.6,13,6,2,3,5,0,0
8.72,23,3,3,4,32,0,0
14.83,10,3,2,3,5,0,0
31.83,7,0,0,3,22,0,0
3.86,11,4,3,4,1,0,0
7.52,14,2,2,2,20,0,0
22.88,9,4,3,0,15,0,0
21.87,21,0,3,2,11,0,0
29.3,1,1,0,0,32,0,0
31.3,23,4,1,2,28,0,0
28.18,12,1,0,0,28,0,0
24.38,9,6,2,4,17,0,0
21.24,16,2,3,4,34,0,0
39.05,21,3,1,4,24,0,0
2.14,9,6,2,1,2,0,0
94.1,21,7,0,0,27,1,0
2.22,5,2,3,4,9,0,0
6.83,19,4,0,2,19,1,0
16.01,0,2,3,1,36,0,0
39.35,16,0,3,1,29,1,0
1.0,0,0,1,4,11,0,0
19.53,4,2,0,3,32,0,1
44.36,14,5,2,4,27,0,0
54.3,22,6,3,3,39,0,0
10.0,0,2,3,4,24,0,1
14.87,16,4,2,0,27,1,1
10.85,13,7,2,2,27,0,0
13.56,12,0,2,3,40,0,0
7.16,10,7,2,3,32,0,0
8.25,11,6,0,1,45,0,1
31.01,5,3,3,3,44,0,0
22.91,10,2,1,0,22,0,0
32.84,1,4,2,2,49,0,0
24.88,17,1,1,3,42,0,0
40.62,11,2,1,1,32,0,0
48.34,22,2,1,2,48,0,0
3.52,14,6,0,3,46,0,0
8.55,8,7,2,0,35,0,0
15.94,7,6,1,0,1,0,0
19.64,17,0,1,2,34,1,0
10.28,15,5,3,1,1,0,0
50.0,22,2,2,0,42,0,0
145.47,20,0,0,4,35,0,1
24.2,9,3,2,4,29,0,0
21.85,11,6,2,3,18,0,0
46.97,19,4,2,0,6,0,0
3.11,11,5,2,4,6,0,0
20.67,9,7,3,3,27,0,0
53.47,13,4,1,3,39,0,0
10.56,3,1,3,3,19,0,1
5.89,14,1,0,1,38,0,0
16.68,19,5,1,3,3,0,0
18.9,8,0,2,1,38,0,0
8.1,6,4,3,4,20,0,0
163.39,6,7,2,3,2,0,0
12.44,19,1,2,4,7,0,1
6.34,8,2,0,0,5,1,0
18.29,23,6,1,1,25,0,0
49.79,9,3,0,4,42,0,0
20.44,19,1,0,3,13,0,0
32.64,12,2,1,4,12,0,0
8.4,5,7,0,3,5,0,1
88.92,3,0,1,2,12,0,0
35.22,16,4,0,1,18,0,1
57.27,20,6,3,0,3,0,0
28.94,13,2,1,4,4,1,1
45.83,2,2,2,4,43,0,0
8.39,0,0,0,2,19,0,0
12.29,17,6,0,3,21,0,0
77.21,1,1,1,0,25,0,1
95.56,7,7,0,3,3,0,0
6.38,15,7,0,3,7,0,0
25.78,3,4,1,4,9,0,0
13.05,18,1,1,4,4,0,1
10.0,19,2,0,4,23,0,0
26.7,9,5,1,1,11,0,0
62.86,16,1,0,1,19,0,0
31.55,16,2,0,4,1,0,0
14.59,20,0,0,3,4,0,0
33.61,6,3,2,0,9,0,0
14.01,8,7,1,0,42,0,1
30.33,6,3,2,3,7,0,0
81.16,20,5,3,2,26,0,0
2.52,2,0,3,3,21,0,1
44.58,23,2,0,0,48,0,1
4.31,11,3,2,2,10,0,0
68.6,22,7,0,2,10,0,0
10.62,3,0,0,0,1,1,0
5.94,16,1,0,2,36,0,0
40.26,2,4,0,1,3,0,0
28.91,10,2,0,4,35,0,0
7.4,7,5,3,2,45,0,0
5.74,1,5,1,2,12,0,0
16.65,13,1,1,1,27,0,0
6.02,3,4,1,1,17,0,0
6.95,15,3,3,3,19,0,0
22.55,13,0,2,0,10,0,0
7.65,6,3,3,3,43,0,1
30.77,9,4,3,0,26,0,0
89.13,11,5,2,1,8,0,0
17.31,22,6,0,4,39,0,0
22.88,7,0,0,0,2,0,0
151.12,22,7,0,0,12,0,0
6.13,10,0,2,1,39,0,0
66.1,19,0,3,2,40,0,0
58.61,12,5,3,3,31,1,0
47.2,11,0,2,4,29,0,0
73.09,6,5,0,0,8,0,0
26.59,20,2,2,2,15,0,0
11.21,11,1,3,1,26,0,0
60.01,9,2,1,0,48,0,1
62.35,6,5,1,2,36,0,0
60.66,18,2,1,3,41,0,0
21.0,6,3,0,1,4,0,0
9.81,22,5,0,2,33,0,1
24.32,17,3,0,2,12,0,0
51.53,23,4,0,0,11,0,0
55.94,22,3,2,3,30,0,0
13.07,11,1,1,1,45,0,0
27.53,3,3,1,1,26,0,0
5.43,0,2,0,3,30,0,0
53.78,4,4,0,4,36,1,1
9.18,9,2,2,0,33,0,0
44.05,6,0,2,2,45,0,1
6.36,19,6,2,0,31,0,0
56.34,6,1,1,3,2,0,0
27.71,12,0,1,2,15,0,0
9.19,13,0,1,4,2,0,0
40.1,4,0,1,3,12,0,1
11.13,20,6,2,0,18,0,0
42.5,1,3,0,2,8,0,0
15.27,13,0,1,1,3,0,0
3.59,20,5,2,2,35,0,0
7.52,7,2,0,2,33,0,0
13.06,19,5,3,3,31,0,0
78.9,1,6,0,4,4,0,0
49.46,7,4,3,2,23,0,0
101.89,19,0,3,2,37,0,0
104.97,4,7,1,4,45,1,1
11.77,11,7,2,4,45,0,0
16.64,6,7,0,2,35,0,0
13.31,20,6,3,1,40,0,0
10.26,12,2,2,1,38,1,1
3.19,14,7,0,1,1,0,0
19.79,9,0,1,3,3,0,0
5.55,3,6,0,3,10,0,0
19.41,15,5,1,1,30,0,0
166.63,6,6,0,1,28,0,0
12.07,12,5,0,1,16,0,1
24.4,3,7,3,4,4,0,0
49.73,11,4,3,0,48,0,1
26.58,19,0,3,3,45,0,0
26.91,1,4,1,3,4,0,1
13.98,4,3,0,3,23,0,0
15.93,7,0,0,0,40,0,0
7.69,3,1,1,2,23,1,1
46.81,1,2,0,3,15,0,1
3.52,5,6,3,2,13,0,1
53.04,2,7,1,4,1,0,0
4.93,13,0,1,1,37,0,0
52.59,9,2,0,1,24,0,0
14.1,10,6,3,4,44,0,0
5.86,4,4,0,1,1,0,1
35.85,21,4,0,4,45,0,0
50.84,15,7,1,1,45,0,1
12.96,8,3,1,4,13,0,0
41.29,20,7,2,4,38,0,0
2.04,15,7,0,1,17,0,0
5.36,8,5,2,2,30,0,0
73.14,16,2,0,3,20,0,0
16.06,11,3,2,3,42,0,0
3.12,14,3,0,0,5,0,0
9.99,9,1,1,0,41,0,0
7.98,3,3,1,1,5,0,0
17.01,16,1,2,3,46,1,1
13.86,17,7,2,0,37,1,1
24.02,17,3,2,3,16,0,0
18.74,9,7,3,4,21,0,0
78.24,10,5,2,2,34,0,0
30.71,20,4,2,4,46,0,1
31.74,0,4,2,0,6,0,0
64.4,9,3,3,0,42,0,1
13.62,2,4,3,1,6,0,0
5.69,5,4,0,2,10,0,0
67.15,16,4,1,2,31,0,0
23.01,11,0,2,3,6,0,0
23.09,10,5,2,1,3,0,0
10.66,16,6,1,2,44,0,0
10.84,2,4,0,0,25,0,0
46.84,8,3,0,4,20,0,0
53.77,17,7,2,4,35,0,0
43.98,5,3,1,2,1,0,1
44.39,2,6,2,4,31,0,1
35.48,5,7,2,0,14,0,0
22.91,10,1,2,3,3,0,0
16.85,10,5,1,0,16,0,0
67.38,6,6,1,2,14,0,0
13.82,12,6,0,0,3,0,0
29.08,12,0,1,0,6,0,0
8.99,6,7,1,4,9,0,0
10.39,13,2,1,3,33,0,0
15.86,1,6,3,1,41,0,0
8.99,2,4,0,2,12,0,0
44.61,3,4,1,2,2,0,1
5.22,7,1,2,0,43,0,0
22.18,20,4,3,4,46,0,1
22.93,0,1,3,4,3,0,0
3.28,8,4,0,2,13,0,0
12.92,16,1,3,1,31,0,0
25.94,17,7,3,1,9,0,0
30.84,6,5,0,3,40,0,0
16.37,2,5,1,0,41,0,1
39.52,21,4,0,2,8,0,0
18.01,15,7,2,1,22,0,0
20.36,7,3,1,1,26,0,1
25.83,4,6,1,4,16,0,0
50.75,16,0,3,3,32,0,0
10.22,18,1,1,2,35,0,0
12.34,17,6,3,3,36,0,0
10.29,21,4,1,1,1,0,0
14.41,4,7,0,3,7,0,1
83.62,6,3,3,1,49,0,0
35.61,17,7,0,4,40,0,0
6.48,12,3,3,0,42,0,1
11.02,21,1,3,2,48,0,0
29.16,10,6,3,0,11,0,0
8.11,4,3,1,3,11,0,1
9.72,21,2,1,1,13,0,0
77.09,14,5,0,0,41,0,0
10.88,20,6,2,4,4,0,0
52.18,6,1,0,3,25,0,0
70.48,4,3,2,3,3,0,0
9.65,6,3,3,0,10,0,0
8.25,16,3,2,3,5,0,0
15.24,8,5,2,2,12,0,0
6.76,5,6,3,0,34,0,0
22.67,8,3,0,0,12,0,0
16.35,16,0,3,4,38,0,0
28.81,1,5,3,3,15,0,0
81.2,22,2,2,4,21,0,0
45.49,19,6,3,3,4,0,0
32.76,12,1,0,0,11,0,0
2.81,16,6,2,3,10,0,0
31.29,20,3,0,4,7,0,0
112.46,19,7,3,0,9,0,0
0.99,5,1,0,3,18,0,0
40.02,22,0,0,4,47,0,0
17.13,18,4,3,3,27,0,0
8.59,5,6,1,4,43,0,1
44.75,1,1,0,2,28,0,0
111.02,12,6,1,4,32,0,0
43.61,19,0,3,1,10,0,0
13.86,9,2,1,3,34,0,0
7.82,8,2,1,1,5,0,0
23.21,12,2,1,2,20,0,0
48.09,6,6,1,4,30,0,0
13.64,17,1,0,0,33,0,0
15.02,21,2,0,0,19,0,0
337.65,13,5,2,4,2,0,0
59.07,3,5,1,2,18,0,1
63.44,7,4,3,4,14,0,0
4.66,11,2,0,0,5,0,0
9.9,7,2,1,0,18,0,0
21.64,15,4,3,0,45,0,1
7.38,0,3,2,4,15,0,0
99.52,23,7,3,2,23,0,0
82.3,9,5,3,2,4,0,0
11.78,6,4,1,2,34,0,0
119.57,13,7,0,0,24,0,0
20.0,16,5,3,3,12,0,0
267.57,18,2,3,4,29,0,0
